시즌,선수명,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR
18,김성욱,NC,110,358,323,84,13,49,45,29,64,10,0.285,0.26,0.32,0.433,0.753,0.321,0.63
18,최재훈,한화,128,341,298,78,1,36,27,20,61,8,0.324,0.262,0.337,0.329,0.666,0.3,0.62
18,서건창,Hero,37,160,141,48,0,28,15,12,19,2,0.387,0.34,0.399,0.426,0.825,0.362,0.61
18,권희동,NC,104,391,343,97,8,43,57,35,58,1,0.317,0.283,0.352,0.414,0.766,0.332,0.58
18,이진영,KT,110,312,283,90,3,40,39,25,35,2,0.351,0.318,0.37,0.417,0.787,0.342,0.56
18,지성준,한화,99,224,207,57,7,22,29,12,55,1,0.342,0.275,0.32,0.411,0.731,0.313,0.56
18,김태균,한화,73,271,254,80,10,25,34,13,56,0,0.372,0.315,0.358,0.476,0.834,0.353,0.51
18,박승욱,SK,51,79,65,20,0,11,9,10,16,4,0.408,0.308,0.416,0.354,0.77,0.357,0.5
18,류지혁,두산,128,280,228,61,1,52,29,29,43,7,0.323,0.268,0.372,0.311,0.683,0.319,0.5
18,초이스,Hero,96,397,349,90,17,55,61,33,79,2,0.283,0.258,0.335,0.458,0.793,0.334,0.5
18,김회성,한화,58,102,85,22,4,15,17,11,26,1,0.327,0.259,0.364,0.459,0.823,0.355,0.47
18,정성훈,KIA,88,205,183,54,4,22,28,16,49,1,0.382,0.295,0.366,0.421,0.787,0.341,0.44
18,안중열,롯데,60,176,154,38,4,19,19,12,56,0,0.362,0.247,0.314,0.396,0.71,0.307,0.43
18,박한이,삼성,114,392,342,97,10,47,43,43,91,5,0.36,0.284,0.363,0.418,0.781,0.341,0.38
18,이원재,NC,77,150,138,42,5,12,19,10,33,0,0.363,0.304,0.347,0.486,0.833,0.349,0.34
18,류승현,KIA,35,85,75,23,1,9,13,7,12,0,0.349,0.307,0.369,0.413,0.782,0.342,0.33
18,윤석민,KT,132,509,460,127,19,58,60,40,69,4,0.288,0.276,0.337,0.448,0.785,0.333,0.33
18,한승택,KIA,61,101,89,22,3,10,15,7,24,0,0.306,0.247,0.316,0.416,0.732,0.314,0.31
18,유민상,KIA,31,58,48,13,3,9,14,8,14,0,0.303,0.271,0.362,0.542,0.904,0.373,0.3
18,양석환,LG,140,519,483,127,22,53,82,24,81,2,0.273,0.263,0.303,0.455,0.758,0.316,0.29
18,박동원,Hero,39,128,117,29,6,19,17,9,25,0,0.267,0.248,0.302,0.427,0.729,0.306,0.26
18,김성현,SK,135,462,415,115,4,51,55,29,42,6,0.298,0.277,0.336,0.357,0.693,0.306,0.23
18,김재현,SK,53,77,65,18,1,19,5,9,17,7,0.362,0.277,0.39,0.369,0.759,0.346,0.23
18,국해성,두산,14,28,24,8,0,4,1,3,5,1,0.421,0.333,0.429,0.458,0.887,0.391,0.22
18,서상우,LG,51,84,69,20,2,10,14,12,18,0,0.353,0.29,0.393,0.377,0.77,0.349,0.22
18,백용환,KIA,34,57,47,13,0,7,4,9,15,0,0.406,0.277,0.393,0.298,0.691,0.332,0.21
18,백상원,삼성,4,8,6,3,0,1,3,2,0,0,0.5,0.5,0.625,0.5,1.125,0.52,0.19
18,정의윤,SK,73,239,217,59,11,27,38,19,29,1,0.27,0.272,0.335,0.465,0.8,0.337,0.18
18,김태진,NC,20,35,31,11,1,5,3,3,5,1,0.4,0.355,0.412,0.452,0.864,0.379,0.17
18,정주현,LG,115,339,303,79,6,48,31,27,68,18,0.317,0.261,0.324,0.38,0.704,0.308,0.16
18,장승현,두산,20,16,13,5,0,2,1,1,2,0,0.455,0.385,0.429,0.385,0.814,0.368,0.14
18,문규현,롯데,122,349,316,87,6,42,41,18,45,3,0.299,0.275,0.309,0.399,0.708,0.301,0.14
18,이우성,두산,31,66,58,17,2,13,11,6,18,1,0.395,0.293,0.379,0.448,0.827,0.36,0.13
18,홍재호,KIA,56,87,76,20,1,16,9,8,12,0,0.302,0.263,0.333,0.382,0.715,0.315,0.1
18,최윤석,한화,2,2,0,0,0,1,0,2,0,0,-,-,1,-,-,0.762,0.1
18,김규민,Hero,104,336,298,88,3,47,40,27,89,8,0.405,0.295,0.361,0.369,0.73,0.325,0.09
18,허도환,SK,23,24,22,6,1,4,1,1,8,0,0.385,0.273,0.333,0.409,0.742,0.32,0.09
18,양원혁,LG,7,6,5,2,0,3,0,1,0,0,0.4,0.4,0.5,0.4,0.9,0.42,0.08
18,나경민,롯데,87,71,57,15,0,23,1,10,21,12,0.417,0.263,0.4,0.298,0.698,0.336,0.08
18,박헌욱,NC,10,23,22,6,1,1,3,1,5,1,0.313,0.273,0.304,0.5,0.804,0.331,0.07
18,백동훈,두산,23,34,27,6,1,7,4,5,11,0,0.313,0.222,0.353,0.407,0.76,0.334,0.06
18,전민재,두산,12,8,8,3,0,2,3,0,2,0,0.5,0.375,0.375,0.5,0.875,0.368,0.05
18,허일,롯데,9,15,14,5,0,1,0,1,2,0,0.417,0.357,0.4,0.357,0.757,0.343,0.05
18,김혜성,Hero,136,473,430,116,5,79,45,33,119,30,0.36,0.27,0.328,0.367,0.695,0.305,0.05
18,박준태,KIA,84,150,123,28,5,32,24,13,37,0,0.284,0.228,0.345,0.407,0.752,0.329,0.05
18,정진호,두산,111,299,269,81,2,53,37,19,44,8,0.353,0.301,0.348,0.375,0.723,0.319,0.04
18,최영진,삼성,61,140,126,37,4,13,18,10,30,2,0.351,0.294,0.341,0.444,0.785,0.334,0.04
18,정현,KT,65,132,117,31,2,16,9,9,28,3,0.333,0.265,0.317,0.376,0.693,0.303,0.04
18,정은원,한화,97,227,201,50,4,33,20,22,50,5,0.311,0.249,0.324,0.363,0.687,0.305,0.04
18,도태훈,NC,26,42,35,8,1,5,5,5,5,0,0.241,0.229,0.357,0.314,0.671,0.314,0.04
18,김종덕,Hero,3,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,0.439,0.03
18,안상현,SK,1,2,2,1,0,1,0,0,0,0,0.5,0.5,0.5,0.5,1,0.439,0.03
18,양종민,두산,21,15,14,4,0,5,1,1,5,0,0.444,0.286,0.333,0.429,0.762,0.326,0.03
18,홍창기,LG,12,25,18,3,0,1,0,7,8,0,0.3,0.167,0.4,0.278,0.678,0.344,0.01
18,문성주,LG,5,3,3,1,0,1,0,0,1,0,0.5,0.333,0.333,0.333,0.666,0.293,0
18,송준석,삼성,4,3,3,1,0,1,0,0,1,0,0.5,0.333,0.333,0.333,0.666,0.293,-0.01
18,최원제,삼성,8,13,11,3,0,1,0,1,5,0,0.5,0.273,0.385,0.273,0.658,0.315,-0.01
18,이준수,KT,11,10,8,2,0,0,1,0,1,0,0.286,0.25,0.333,0.25,0.583,0.273,-0.01
18,김인태,두산,46,109,95,25,1,16,10,12,26,0,0.348,0.263,0.343,0.368,0.711,0.317,-0.03
18,김재현,삼성,5,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,이인혁,NC,2,1,1,0,0,1,0,0,1,0,-,0,0,0,0,0,-0.03
18,이도윤,한화,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.03
18,조원빈,NC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
18,이대형,KT,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,김정후(타),두산,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,이윤재,SK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
18,김응민,삼성,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
18,유승철(타),KIA,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,이민호(타),NC,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,헥터*(타),KIA,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,김철호,NC,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
18,최승준,SK,27,79,72,18,4,5,11,6,25,0,0.326,0.25,0.316,0.458,0.774,0.327,-0.04
18,강민국,NC,6,4,4,1,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.5,0.22,-0.04
18,이대수,SK,4,6,5,1,0,1,0,0,2,0,0.333,0.2,0.2,0.4,0.6,0.238,-0.04
18,강구성,NC,4,5,5,1,0,0,1,0,3,0,0.5,0.2,0.2,0.4,0.6,0.238,-0.04
18,박준혁,한화,4,5,5,1,0,0,0,0,2,0,0.333,0.2,0.2,0.4,0.6,0.238,-0.04
18,이인행,KIA,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.04
18,강지광,SK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04
18,김문호,롯데,46,115,100,25,2,12,16,13,27,1,0.324,0.25,0.336,0.38,0.716,0.314,-0.06
18,백승현,LG,5,8,8,2,0,1,1,0,3,0,0.4,0.25,0.25,0.25,0.5,0.22,-0.06
18,홍현빈,KT,14,15,13,3,0,2,1,2,5,1,0.375,0.231,0.333,0.231,0.564,0.277,-0.06
18,고명성,KT,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
18,장시윤,LG,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.07
18,김성윤,삼성,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07
18,김석환,KIA,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07
18,이유찬,두산,28,24,22,6,0,5,2,1,6,1,0.375,0.273,0.333,0.318,0.651,0.293,-0.08
18,안주형,삼성,15,8,8,2,0,2,1,0,3,0,0.4,0.25,0.25,0.25,0.5,0.22,-0.08
18,배정대,KT,14,5,5,1,0,1,0,0,2,0,0.333,0.2,0.2,0.2,0.4,0.176,-0.08
18,김민수,삼성,8,6,6,1,0,0,0,0,2,0,0.25,0.167,0.167,0.167,0.334,0.146,-0.09
18,이창진,KIA,1,3,3,1,0,0,0,0,0,0,0.333,0.333,0.333,0.333,0.666,0.293,-0.1
18,김창혁,한화,6,10,10,2,0,1,0,0,3,0,0.286,0.2,0.2,0.3,0.5,0.207,-0.1
18,황인준(타),KIA,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1
18,김호재,삼성,10,7,6,1,0,1,0,0,2,0,0.25,0.167,0.167,0.167,0.334,0.146,-0.11
18,문선재,LG,2,6,6,1,0,0,0,0,3,0,0.333,0.167,0.167,0.167,0.334,0.146,-0.11
18,김종민,NC,6,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12
18,신진호,NC,20,25,22,4,0,1,1,3,10,0,0.333,0.182,0.28,0.182,0.462,0.232,-0.13
18,김영환,KT,4,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.13
18,최준석,NC,93,179,153,39,4,7,24,24,41,0,0.318,0.255,0.352,0.353,0.705,0.32,-0.14
18,예진원,Hero,5,7,7,1,0,2,0,0,0,0,0.143,0.143,0.143,0.143,0.286,0.125,-0.14
18,황경태,두산,27,13,13,3,0,9,0,0,3,0,0.3,0.231,0.231,0.385,0.616,0.251,-0.15
18,장영석,Hero,93,221,196,44,7,24,25,23,61,1,0.289,0.224,0.312,0.408,0.72,0.312,-0.15
18,이성곤,삼성,9,19,16,3,0,1,0,3,7,0,0.333,0.188,0.316,0.188,0.504,0.259,-0.15
18,강상원,한화,6,7,6,0,0,0,0,1,2,1,0,0,0.143,0,0.143,0.109,-0.15
18,오윤석,롯데,13,13,12,2,0,3,0,1,5,0,0.286,0.167,0.231,0.167,0.398,0.194,-0.16
18,황진수,롯데,18,26,24,4,1,6,1,2,5,1,0.167,0.167,0.231,0.333,0.564,0.243,-0.17
18,김주형,KIA,6,8,8,1,0,0,0,0,1,0,0.143,0.125,0.125,0.125,0.25,0.11,-0.17
18,윤정우,SK,22,43,40,10,1,6,2,2,7,2,0.281,0.25,0.302,0.375,0.677,0.293,-0.18
18,박광열,NC,27,30,25,4,0,3,1,4,9,0,0.25,0.16,0.276,0.16,0.436,0.226,-0.18
18,허정협,Hero,25,24,24,6,0,4,2,0,7,0,0.353,0.25,0.25,0.333,0.583,0.246,-0.19
18,김재율,LG,25,41,36,8,0,5,3,3,9,0,0.296,0.222,0.317,0.306,0.623,0.284,-0.19
18,남태혁,KT,7,11,11,2,0,0,0,0,3,0,0.25,0.182,0.182,0.182,0.364,0.16,-0.19
18,전민수,KT,21,35,29,5,0,0,4,5,11,0,0.278,0.172,0.294,0.276,0.57,0.269,-0.19
18,김인환,한화,4,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.2
18,백창수,한화,70,169,152,37,3,21,18,12,36,1,0.298,0.243,0.314,0.414,0.728,0.311,-0.21
18,백승민,삼성,14,32,31,8,0,3,5,1,9,0,0.364,0.258,0.281,0.323,0.604,0.263,-0.22
18,이흥련,두산,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.22
18,장진혁,한화,50,48,42,9,0,9,2,4,11,1,0.29,0.214,0.313,0.357,0.67,0.296,-0.23
18,김태연,한화,24,30,26,5,0,7,2,3,8,0,0.278,0.192,0.276,0.231,0.507,0.241,-0.23
18,최정민,KIA,57,95,83,21,2,17,6,7,20,1,0.311,0.253,0.319,0.349,0.668,0.297,-0.24
18,김민혁,두산,22,58,53,12,2,7,10,5,19,0,0.313,0.226,0.293,0.377,0.67,0.291,-0.24
18,김동욱,KT,11,12,11,1,0,2,0,1,4,0,0.143,0.091,0.167,0.091,0.258,0.137,-0.24
18,권정웅,삼성,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24
18,오정복,KT,5,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.24
18,이동훈,한화,28,50,46,11,1,6,2,3,8,0,0.27,0.239,0.3,0.326,0.626,0.278,-0.26
18,박정권,SK,14,31,29,5,2,4,6,2,9,0,0.167,0.172,0.226,0.379,0.605,0.253,-0.26
18,정상호,LG,70,128,112,25,1,11,9,8,35,0,0.316,0.223,0.304,0.286,0.59,0.27,-0.27
18,홍성갑,Hero,6,8,8,0,0,1,0,0,3,0,0,0,0,0,0,0,-0.28
18,조수행,두산,118,198,183,51,1,35,17,9,33,9,0.333,0.279,0.311,0.372,0.683,0.295,-0.29
18,신성현,두산,16,27,24,4,1,5,2,2,9,0,0.2,0.167,0.222,0.292,0.514,0.222,-0.3
18,윤대영,LG,11,23,23,5,0,0,3,0,9,0,0.357,0.217,0.217,0.261,0.478,0.204,-0.31
18,신범수,KIA,19,26,25,4,0,0,4,0,7,0,0.211,0.16,0.154,0.32,0.474,0.183,-0.31
18,박정음,Hero,16,17,16,1,1,1,1,0,4,0,0,0.063,0.118,0.25,0.368,0.149,-0.31
18,최원준,KIA,101,331,302,82,4,46,32,20,58,10,0.324,0.272,0.324,0.364,0.688,0.302,-0.34
18,이성우,SK,88,134,120,29,0,10,5,8,16,1,0.276,0.242,0.292,0.283,0.575,0.26,-0.34
18,윤수강,NC,44,79,73,14,1,8,8,5,21,0,0.255,0.192,0.244,0.315,0.559,0.243,-0.34
18,오영수,NC,11,16,15,2,0,0,0,1,5,0,0.2,0.133,0.188,0.133,0.321,0.157,-0.34
18,이영욱,KIA,14,16,16,2,0,0,1,0,4,1,0.167,0.125,0.125,0.125,0.25,0.11,-0.34
18,오준혁,KIA,10,19,17,2,0,1,0,1,3,0,0.143,0.118,0.211,0.118,0.329,0.169,-0.34
18,김지열,KT,38,48,45,9,1,11,5,3,13,1,0.258,0.2,0.25,0.356,0.606,0.258,-0.35
18,주효상,Hero,80,126,110,24,1,9,12,10,36,1,0.315,0.218,0.295,0.273,0.568,0.262,-0.36
18,박헌도,롯데,15,31,26,3,0,1,0,5,10,0,0.188,0.115,0.258,0.154,0.412,0.218,-0.36
18,윤병호,NC,14,37,33,6,0,3,0,2,10,1,0.261,0.182,0.25,0.212,0.462,0.217,-0.37
18,최진행*,한화,57,154,136,29,7,14,13,15,53,0,0.289,0.213,0.305,0.39,0.695,0.303,-0.38
18,김재현,Hero,116,234,202,46,3,22,18,12,58,0,0.299,0.228,0.293,0.307,0.6,0.267,-0.4
18,서동욱,KIA,32,56,49,10,0,3,2,5,15,0,0.286,0.204,0.286,0.265,0.551,0.254,-0.4
18,하준호(타),KT,15,26,22,3,1,2,2,0,14,0,0.286,0.136,0.136,0.318,0.454,0.177,-0.41
18,정병곤,삼성,6,16,15,1,0,1,2,0,5,0,0.091,0.067,0.063,0.067,0.13,0.055,-0.41
18,김진곤,KT,19,23,21,3,0,4,0,2,3,0,0.167,0.143,0.217,0.19,0.407,0.194,-0.42
18,조동찬,삼성,28,59,54,12,1,5,2,4,14,0,0.282,0.222,0.276,0.296,0.572,0.256,-0.43
18,정경운,한화,22,16,15,1,0,1,2,0,7,0,0.111,0.067,0.063,0.067,0.13,0.055,-0.43
18,조홍석,롯데,39,71,62,14,0,14,1,6,13,0,0.286,0.226,0.314,0.242,0.556,0.265,-0.44
18,이해창,KT,83,174,162,35,8,19,24,8,49,0,0.257,0.216,0.266,0.389,0.655,0.276,-0.44
18,김지수,Hero,46,39,34,5,0,4,0,5,15,0,0.263,0.147,0.256,0.147,0.403,0.21,-0.44
18,김사훈,롯데,56,79,74,17,0,7,6,1,22,0,0.327,0.23,0.25,0.27,0.52,0.228,-0.45
18,이창진,KT,19,27,26,4,0,5,0,0,3,0,0.174,0.154,0.185,0.192,0.377,0.168,-0.45
18,조용호,SK,16,14,13,1,0,4,0,0,5,0,0.125,0.077,0.077,0.077,0.154,0.068,-0.45
18,박찬도,삼성,54,82,73,17,0,13,5,8,28,3,0.378,0.233,0.309,0.315,0.624,0.283,-0.46
18,김찬형,NC,63,160,142,33,1,24,9,8,28,4,0.281,0.232,0.308,0.289,0.597,0.272,-0.46
18,윤진호,LG,102,61,53,11,0,13,4,2,14,0,0.282,0.208,0.263,0.264,0.527,0.237,-0.47
18,손시헌,NC,67,150,128,24,2,12,14,15,20,2,0.206,0.188,0.295,0.266,0.561,0.263,-0.47
18,나원탁,롯데,20,24,24,3,0,0,1,0,10,0,0.214,0.125,0.125,0.125,0.25,0.11,-0.47
18,김성훈,삼성,110,212,185,45,0,24,24,16,23,12,0.274,0.243,0.321,0.324,0.645,0.29,-0.48
18,이재율,NC,33,45,41,7,0,8,1,2,10,3,0.226,0.171,0.244,0.244,0.488,0.222,-0.49
18,박지규,LG,26,53,47,8,1,6,5,3,17,2,0.233,0.17,0.216,0.277,0.493,0.214,-0.5
18,김상수,삼성,122,499,453,119,10,63,50,27,91,12,0.307,0.263,0.314,0.362,0.676,0.295,-0.51
18,강진성,NC,45,75,68,16,0,5,1,4,17,0,0.308,0.235,0.274,0.279,0.553,0.247,-0.56
18,오준혁,KT,20,31,27,4,0,5,2,2,8,1,0.2,0.148,0.2,0.148,0.348,0.168,-0.57
18,김동엽,SK,124,446,421,106,27,58,76,17,108,11,0.273,0.252,0.285,0.48,0.765,0.313,-0.58
18,임훈,LG,54,88,83,19,2,10,7,3,15,0,0.258,0.229,0.256,0.337,0.593,0.254,-0.58
18,송민섭,KT,47,29,27,4,0,7,0,1,8,2,0.211,0.148,0.179,0.148,0.327,0.153,-0.58
18,박성한,SK,42,59,52,7,0,3,2,7,16,0,0.194,0.135,0.237,0.154,0.391,0.2,-0.6
18,반슬라이크,두산,12,44,39,5,1,1,4,4,6,0,0.121,0.128,0.205,0.231,0.436,0.198,-0.6
18,양성우,한화,73,236,209,53,2,32,13,22,32,1,0.29,0.254,0.335,0.325,0.66,0.296,-0.64
18,김동한,롯데,55,96,83,16,2,11,9,9,18,3,0.215,0.193,0.266,0.277,0.543,0.246,-0.65
18,강승호,LG,32,109,94,18,1,4,10,9,30,1,0.266,0.191,0.274,0.266,0.54,0.248,-0.66
18,오선진,한화,56,148,133,30,1,14,9,7,33,3,0.293,0.226,0.29,0.278,0.568,0.258,-0.69
18,김태완,Hero,29,74,66,13,1,5,5,5,25,0,0.293,0.197,0.27,0.273,0.543,0.239,-0.7
18,배영섭,삼성,69,168,147,36,0,15,13,16,35,1,0.321,0.245,0.331,0.286,0.617,0.282,-0.72
18,심우준,KT,135,403,367,95,4,49,29,20,58,11,0.297,0.259,0.304,0.371,0.675,0.29,-0.76
18,오태곤,KT,128,374,342,87,12,55,39,24,92,13,0.314,0.254,0.31,0.421,0.731,0.311,-0.77
18,한동희,롯데,87,226,211,49,4,24,25,12,58,0,0.3,0.232,0.279,0.36,0.639,0.275,-0.78
18,김형준,NC,60,89,81,13,0,6,2,7,32,0,0.265,0.16,0.236,0.173,0.409,0.2,-0.79
18,김민하,한화,59,108,97,21,3,13,17,5,30,4,0.277,0.216,0.274,0.351,0.625,0.269,-0.82
18,강한울,삼성,83,209,193,50,0,20,8,12,34,3,0.314,0.259,0.306,0.306,0.612,0.274,-0.86
18,지석훈,NC,67,105,94,17,1,9,8,8,20,1,0.211,0.181,0.238,0.234,0.472,0.215,-0.93
18,황윤호,KIA,82,62,57,9,0,11,4,0,6,2,0.176,0.158,0.2,0.175,0.375,0.172,-0.93
18,하주석,한화,141,517,484,123,9,67,52,28,130,14,0.33,0.254,0.3,0.364,0.664,0.288,-0.97
18,정범모,NC,103,219,190,34,4,20,18,15,62,1,0.236,0.179,0.25,0.289,0.539,0.239,-0.99
18,안익훈,LG,62,135,123,27,0,13,10,8,12,0,0.241,0.22,0.271,0.252,0.523,0.239,-1.01
18,고종욱,Hero,102,351,330,92,6,47,54,15,96,17,0.371,0.279,0.309,0.4,0.709,0.3,-1.02
18,파레디스,두산,21,71,65,9,1,7,4,4,17,1,0.167,0.138,0.197,0.246,0.443,0.187,-1.05
18,이종욱,NC,43,128,122,28,1,12,8,4,16,1,0.255,0.23,0.252,0.311,0.563,0.242,-1.08
18,박기혁,KT,98,196,173,37,1,17,15,13,50,1,0.288,0.214,0.272,0.266,0.538,0.244,-1.1
18,이우성,NC,40,133,119,23,2,11,13,10,39,0,0.266,0.193,0.265,0.294,0.559,0.25,-1.2
18,정진기,SK,96,212,201,49,3,33,17,6,45,11,0.301,0.244,0.273,0.338,0.611,0.263,-1.23
18,손주인,삼성,98,297,265,63,4,26,28,11,40,3,0.262,0.238,0.282,0.321,0.603,0.263,-1.28
18,이상호,NC,114,204,187,47,0,32,8,8,15,12,0.273,0.251,0.289,0.262,0.551,0.251,-1.43
18,김용의,LG,113,185,159,37,0,28,13,16,32,10,0.285,0.233,0.298,0.245,0.543,0.252,-1.5
18,나종덕,롯데,106,203,177,22,2,15,11,12,85,0,0.222,0.124,0.201,0.175,0.376,0.179,-2.27
18,김기연,LG,2,0,0,0,0,0,0,0,0,0,,,,,,,
18,김지성,KIA,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
18,박진태,KIA,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
18,최정,SK,130,527,430,136,46,89,113,70,107,1,0.316,0.316,0.427,0.684,1.111,0.442,7.3
17,김재환*,두산,144,636,544,185,35,110,115,81,123,4,0.385,0.34,0.429,0.603,1.032,0.427,7.22
17,최형우,KIA,142,629,514,176,26,98,120,96,82,0,0.362,0.342,0.45,0.576,1.026,0.43,7.2
17,박건우,두산,131,543,483,177,20,91,78,41,64,20,0.39,0.366,0.424,0.582,1.006,0.424,7.04
17,로사리오,한화,119,510,445,151,37,100,111,50,61,10,0.324,0.339,0.414,0.661,1.075,0.436,5.75
17,나성범,NC,125,561,498,173,24,103,99,48,116,17,0.413,0.347,0.415,0.584,0.999,0.416,5.64
17,손아섭,롯데,144,667,576,193,20,113,80,83,96,25,0.374,0.335,0.42,0.514,0.934,0.398,5.6
17,김선빈,KIA,137,529,476,176,5,84,64,39,40,4,0.393,0.37,0.42,0.477,0.897,0.391,5.19
17,버나디나,KIA,139,621,557,178,27,118,111,41,112,32,0.354,0.32,0.373,0.54,0.913,0.38,5.01
17,박민우,NC,106,452,388,141,3,84,47,46,51,11,0.408,0.363,0.441,0.472,0.913,0.404,4.92
17,김하성,넥센,141,601,526,159,23,90,114,58,65,16,0.306,0.302,0.376,0.513,0.889,0.375,4.76
17,스크럭스,NC,115,518,437,131,35,91,111,65,134,4,0.353,0.3,0.402,0.595,0.997,0.411,4.7
17,러프,삼성,134,591,515,162,31,90,124,60,107,2,0.344,0.315,0.396,0.569,0.965,0.402,4.59
17,구자욱,삼성,144,647,564,175,21,108,107,63,138,10,0.371,0.31,0.383,0.527,0.91,0.382,4.28
17,안치홍,KIA,132,545,487,154,21,95,93,43,70,7,0.332,0.316,0.373,0.513,0.886,0.374,4.23
17,한동민,SK,103,414,350,103,29,64,73,46,79,2,0.302,0.294,0.396,0.614,1.01,0.414,3.92
17,서건창,넥센,139,615,539,179,6,87,76,67,68,15,0.367,0.332,0.403,0.429,0.832,0.368,3.9
17,나지완,KIA,137,551,459,138,27,85,94,62,105,1,0.332,0.301,0.405,0.534,0.939,0.398,3.87
17,이대호,롯데,142,608,540,173,34,73,111,50,84,1,0.327,0.32,0.391,0.533,0.924,0.388,3.86
17,박용택,LG,138,596,509,175,14,83,90,72,88,4,0.387,0.344,0.424,0.479,0.903,0.391,3.67
17,강민호,롯데,130,515,456,130,22,62,68,41,104,0,0.324,0.285,0.361,0.482,0.843,0.357,3.63
17,이정후,넥센,144,622,552,179,2,111,47,60,67,12,0.365,0.324,0.395,0.417,0.812,0.36,3.41
17,전준우,롯데,110,496,455,146,18,76,69,30,70,2,0.347,0.321,0.37,0.503,0.873,0.371,3.18
17,오재일,두산,128,466,412,126,26,62,89,45,80,1,0.324,0.306,0.378,0.561,0.939,0.392,3.12
17,정근우,한화,105,442,391,129,11,73,46,32,48,6,0.352,0.33,0.392,0.471,0.863,0.374,3.01
17,김태균,한화,94,407,356,121,17,51,76,43,56,0,0.362,0.34,0.413,0.545,0.958,0.401,2.96
17,손시헌,NC,124,391,349,122,5,32,45,16,44,1,0.384,0.35,0.386,0.447,0.833,0.364,2.93
17,번즈,롯데,116,468,423,128,15,71,57,29,100,10,0.363,0.303,0.361,0.499,0.86,0.367,2.87
17,이범호,KIA,115,447,382,104,25,57,89,52,81,0,0.28,0.272,0.365,0.505,0.87,0.364,2.85
17,양의지,두산,111,406,347,96,14,47,67,43,53,1,0.29,0.277,0.373,0.441,0.814,0.355,2.76
17,민병헌,두산,123,520,447,136,14,73,71,47,74,3,0.334,0.304,0.389,0.445,0.834,0.366,2.57
17,이성열,한화,81,318,280,86,21,41,65,19,80,3,0.353,0.307,0.364,0.596,0.96,0.393,2.53
17,유강남,LG,118,364,324,90,17,43,66,14,72,2,0.308,0.278,0.335,0.475,0.81,0.345,2.36
17,로하스,kt,83,367,336,101,18,52,56,23,81,5,0.346,0.301,0.351,0.56,0.911,0.376,2.35
17,에반스,두산,138,581,514,152,27,82,90,61,114,2,0.332,0.296,0.372,0.49,0.862,0.368,2.32
17,송광민,한화,117,473,437,143,13,71,75,21,88,2,0.378,0.327,0.356,0.476,0.832,0.354,2.29
17,권희동,NC,141,554,472,135,19,72,86,52,90,3,0.314,0.286,0.371,0.458,0.829,0.358,2.16
17,초이스,넥센,46,201,176,54,17,37,42,17,49,0,0.333,0.307,0.388,0.653,1.041,0.423,2.15
17,정현,kt,124,399,350,105,6,45,42,18,69,4,0.356,0.3,0.369,0.426,0.795,0.352,2.15
17,김재호,두산,91,331,283,83,7,34,50,36,52,7,0.33,0.293,0.372,0.438,0.81,0.351,2.04
17,김주찬,KIA,122,478,440,136,12,78,70,31,59,9,0.335,0.309,0.359,0.489,0.848,0.362,2.03
17,채태인,넥센,109,384,342,110,12,46,62,34,94,0,0.41,0.322,0.388,0.5,0.888,0.379,2.01
17,이명기,KIA,115,512,464,154,9,79,63,28,57,8,0.362,0.332,0.371,0.459,0.83,0.359,1.99
